rmct_term_id,preferred_label,alternative_labels,broader_dimension,narrower_category,n_companies,total_mentions,company_coverage_percent,final_term_status,source_types
RMCT_TERM_0189,product development,product development,"Design, Engineering & Product Lifecycle Support",Engineering support,44,81,4.95,core_term,literature_seed; website_validated_seed
RMCT_TERM_0191,reverse engineering,reverse engineering,"Design, Engineering & Product Lifecycle Support",Engineering support,17,23,1.91,core_term,literature_seed; website_validated_seed
RMCT_TERM_0188,technical support,technical support,"Design, Engineering & Product Lifecycle Support",Engineering support,45,66,5.07,core_term,literature_seed; website_validated_seed
RMCT_TERM_0194,maintenance,maintenance,"Design, Engineering & Product Lifecycle Support",Lifecycle support and aftercare,163,453,18.36,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0196,refurbishment,refurbishment,"Design, Engineering & Product Lifecycle Support",Lifecycle support and aftercare,59,210,6.64,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0195,repair,repair,"Design, Engineering & Product Lifecycle Support",Lifecycle support and aftercare,99,315,11.15,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0199,prototype,prototype,"Design, Engineering & Product Lifecycle Support",Prototyping and product development,74,194,8.33,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0201,prototype production,prototype production,"Design, Engineering & Product Lifecycle Support",Prototyping and product development,10,18,1.13,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0200,prototypes,prototypes,"Design, Engineering & Product Lifecycle Support",Prototyping and product development,53,127,5.97,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0197,prototyping,prototyping,"Design, Engineering & Product Lifecycle Support",Prototyping and product development,57,137,6.42,core_term,literature_seed; website_validated_seed
RMCT_TERM_0198,rapid prototyping,rapid prototype; rapid prototyping,"Design, Engineering & Product Lifecycle Support",Prototyping and product development,10,23,1.13,core_term,literature_seed; website_new_candidate; website_validated_seed
RMCT_TERM_0202,automation,automation,Digital / Smart Manufacturing Capability,Automation and robotics,73,422,8.22,core_term,literature_seed; website_validated_seed
RMCT_TERM_0205,automation solutions,automation solutions,Digital / Smart Manufacturing Capability,Automation and robotics,17,42,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0206,industrial automation,industrial automation,Digital / Smart Manufacturing Capability,Automation and robotics,12,23,1.35,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0204,robotic,robotic,Digital / Smart Manufacturing Capability,Automation and robotics,21,69,2.36,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0207,robotic welding,robotic welding,Digital / Smart Manufacturing Capability,Automation and robotics,5,10,0.56,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0203,robotics,robotics,Digital / Smart Manufacturing Capability,Automation and robotics,17,63,1.91,core_term,literature_seed; website_validated_seed
RMCT_TERM_0209,sensors,sensors,Digital / Smart Manufacturing Capability,Digital manufacturing systems,14,26,1.58,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0208,simulation,simulation,Digital / Smart Manufacturing Capability,Digital manufacturing systems,23,73,2.59,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0210,cnc,cnc,Digital / Smart Manufacturing Capability,Other digital capability,144,632,16.22,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0211,industry 4.0,industry 4.0,Digital / Smart Manufacturing Capability,Other digital capability,7,10,0.79,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0213,ceramic,ceramic,Material Capability,Ceramics and glass,17,33,1.91,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0212,glass,glass,Material Capability,Ceramics and glass,34,176,3.83,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0214,composite,composite,Material Capability,Composites,20,43,2.25,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0266,alloy,alloy,Material Capability,Metals and alloys,43,180,4.84,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0270,alloy steel,alloy steel,Material Capability,Metals and alloys,5,15,0.56,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0216,aluminium,aluminium,Material Capability,Metals and alloys,168,807,18.92,core_term,literature_seed; website_validated_seed
RMCT_TERM_0260,aluminium brass,aluminium brass,Material Capability,Metals and alloys,10,24,1.13,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0242,aluminium stainless,aluminium stainless,Material Capability,Metals and alloys,18,21,2.03,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0243,aluminium stainless steel,aluminium stainless steel,Material Capability,Metals and alloys,18,21,2.03,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0267,brass,brass,Material Capability,Metals and alloys,38,119,4.28,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0268,bronze,bronze,Material Capability,Metals and alloys,16,48,1.8,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0265,copper,copper,Material Capability,Metals and alloys,47,182,5.29,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0261,including aluminium,including aluminium,Material Capability,Metals and alloys,10,10,1.13,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0262,including steel,including steel,Material Capability,Metals and alloys,10,10,1.13,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0221,layer1 metal,layer1 metal,Material Capability,Metals and alloys,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0222,layer1 metal structures,layer1 metal structures,Material Capability,Metals and alloys,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0226,layer1 primary metal,layer1 primary metal,Material Capability,Metals and alloys,70,70,7.88,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0227,layer1 primary metal production,layer1 primary metal production,Material Capability,Metals and alloys,70,70,7.88,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0248,metal components,metal components,Material Capability,Metals and alloys,15,46,1.69,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0249,metal pressings,metal pressings,Material Capability,Metals and alloys,13,35,1.46,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0228,metal production,metal production,Material Capability,Metals and alloys,70,70,7.88,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0229,metal production scrape,metal production scrape,Material Capability,Metals and alloys,70,70,7.88,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0230,metal production scrape date,metal production scrape date,Material Capability,Metals and alloys,70,70,7.88,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0256,metal products,metal products,Material Capability,Metals and alloys,11,19,1.24,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0220,metal structures,metal structures,Material Capability,Metals and alloys,104,104,11.71,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0254,metal work,metal work,Material Capability,Metals and alloys,12,15,1.35,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0250,metallic,metallic,Material Capability,Metals and alloys,13,16,1.46,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0225,metals,metals,Material Capability,Metals and alloys,72,185,8.11,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0241,metalwork,metalwork,Material Capability,Metals and alloys,20,50,2.25,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0218,mild steel,mild steel,Material Capability,Metals and alloys,48,124,5.41,core_term,literature_seed; website_validated_seed
RMCT_TERM_0244,mild steel stainless,mild steel stainless,Material Capability,Metals and alloys,17,48,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0246,mild steel stainless steel,mild steel stainless steel,Material Capability,Metals and alloys,16,44,1.8,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0257,non ferrous metals,non-ferrous metals,Material Capability,Metals and alloys,11,31,1.24,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0231,primary metal,primary metal,Material Capability,Metals and alloys,70,70,7.88,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0232,primary metal production,primary metal production,Material Capability,Metals and alloys,70,70,7.88,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0233,primary metal production scrape,primary metal production scrape,Material Capability,Metals and alloys,70,70,7.88,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0258,quality metal,quality metal,Material Capability,Metals and alloys,11,18,1.24,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0251,quality steel,quality steel,Material Capability,Metals and alloys,13,16,1.46,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0252,range metal,range metal,Material Capability,Metals and alloys,13,20,1.46,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0263,range steel,range steel,Material Capability,Metals and alloys,10,14,1.13,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0223,rmct layer1 metal,rmct layer1 metal,Material Capability,Metals and alloys,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0224,rmct layer1 metal structures,rmct layer1 metal structures,Material Capability,Metals and alloys,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0234,rmct layer1 primary metal,rmct layer1 primary metal,Material Capability,Metals and alloys,70,70,7.88,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0219,sheet metal,sheet metal,Material Capability,Metals and alloys,42,136,4.73,core_term,literature_seed; website_validated_seed
RMCT_TERM_0217,stainless steel,stainless; stainless steel; stainless steels,Material Capability,Metals and alloys,127,542,14.3,core_term,literature_seed; website_new_candidate; website_validated_seed
RMCT_TERM_0240,stainless steel aluminium,stainless steel aluminium,Material Capability,Metals and alloys,25,38,2.82,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0215,steel,steel,Material Capability,Metals and alloys,267,1997,30.07,core_term,literature_seed; website_validated_seed
RMCT_TERM_0235,steel aluminium,steel aluminium,Material Capability,Metals and alloys,49,73,5.52,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0264,steel copper,steel copper,Material Capability,Metals and alloys,10,14,1.13,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0269,steel frame,steel frame,Material Capability,Metals and alloys,7,24,0.79,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0247,steel products,steel products,Material Capability,Metals and alloys,16,35,1.8,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0255,steel sections,steel sections,Material Capability,Metals and alloys,12,36,1.35,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0237,steel stainless,steel stainless,Material Capability,Metals and alloys,29,69,3.27,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0238,steel stainless steel,steel stainless steel,Material Capability,Metals and alloys,29,65,3.27,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0259,steel stainless steel aluminium,steel stainless steel aluminium,Material Capability,Metals and alloys,11,16,1.24,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0236,steels,steels,Material Capability,Metals and alloys,34,132,3.83,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0239,steelwork,steelwork,Material Capability,Metals and alloys,29,100,3.27,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0245,structural steel,structural steel,Material Capability,Metals and alloys,17,29,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0253,structural steelwork,structural steelwork,Material Capability,Metals and alloys,13,30,1.46,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0274,carbon fibre,carbon fibre,Material Capability,Other material capability,8,24,0.9,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0271,raw material,raw material,Material Capability,Other material capability,16,24,1.8,core_term,literature_seed; website_validated_seed
RMCT_TERM_0273,titanium,titanium,Material Capability,Other material capability,29,36,3.27,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0272,wood,wood,Material Capability,Other material capability,30,38,3.38,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0275,plastic,plastic; plastics,Material Capability,Polymers and plastics,58,116,6.53,validated_term,literature_seed; website_new_candidate; website_validated_seed
RMCT_TERM_0276,rubber,rubber,Material Capability,Polymers and plastics,24,48,2.7,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0278,assembly,assembly,Process Capability,Fabrication and assembly,145,447,16.33,core_term,literature_seed; website_validated_seed
RMCT_TERM_0277,fabrication,fabrication,Process Capability,Fabrication and assembly,191,716,21.51,core_term,literature_seed; website_validated_seed
RMCT_TERM_0282,fabrication scrape,fabrication scrape,Process Capability,Fabrication and assembly,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0283,fabrication scrape date,fabrication scrape date,Process Capability,Fabrication and assembly,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0284,fabrication scrape date status,fabrication scrape date status,Process Capability,Fabrication and assembly,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0292,fabrication services,fabrication services,Process Capability,Fabrication and assembly,29,93,3.27,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0295,fabrication welding,fabrication welding,Process Capability,Fabrication and assembly,12,24,1.35,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0291,fabrications,fabrications,Process Capability,Fabrication and assembly,66,276,7.43,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0298,final assembly,final assembly,Process Capability,Fabrication and assembly,11,22,1.24,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0285,layer1 metal structures fabrication,layer1 metal structures fabrication,Process Capability,Fabrication and assembly,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0296,manufacture assembly,manufacture assembly,Process Capability,Fabrication and assembly,12,19,1.35,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0280,metal fabrication,metal fabrication,Process Capability,Fabrication and assembly,27,102,3.04,core_term,literature_seed; website_validated_seed
RMCT_TERM_0286,metal structures fabrication,metal structures fabrication,Process Capability,Fabrication and assembly,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0287,metal structures fabrication scrape,metal structures fabrication scrape,Process Capability,Fabrication and assembly,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0281,sheet metal fabrication,sheet metal fabrication,Process Capability,Fabrication and assembly,12,37,1.35,core_term,literature_seed; website_validated_seed
RMCT_TERM_0293,steel fabrication,steel fabrication,Process Capability,Fabrication and assembly,24,126,2.7,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0300,steel fabrication services,steel fabrication services,Process Capability,Fabrication and assembly,10,29,1.13,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0297,steel fabrications,steel fabrications,Process Capability,Fabrication and assembly,12,63,1.35,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0288,structures fabrication,structures fabrication,Process Capability,Fabrication and assembly,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0289,structures fabrication scrape,structures fabrication scrape,Process Capability,Fabrication and assembly,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0290,structures fabrication scrape date,structures fabrication scrape date,Process Capability,Fabrication and assembly,103,103,11.6,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0299,tig welding,tig welding,Process Capability,Fabrication and assembly,11,17,1.24,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0279,welding,welding,Process Capability,Fabrication and assembly,126,466,14.19,core_term,literature_seed; website_validated_seed
RMCT_TERM_0294,welding fabrication,welding fabrication,Process Capability,Fabrication and assembly,19,27,2.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0302,casting,casting,Process Capability,"Forming, casting and forging",52,372,5.86,core_term,literature_seed; website_validated_seed
RMCT_TERM_0312,casting foundry,casting foundry,Process Capability,"Forming, casting and forging",22,30,2.48,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0313,casting foundry scrape,casting foundry scrape,Process Capability,"Forming, casting and forging",19,19,2.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0314,casting foundry scrape date,casting foundry scrape date,Process Capability,"Forming, casting and forging",19,19,2.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0311,castings,castings,Process Capability,"Forming, casting and forging",42,327,4.73,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0301,forging,forging,Process Capability,"Forming, casting and forging",69,171,7.77,core_term,literature_seed; website_validated_seed
RMCT_TERM_0303,forging forming,forging forming,Process Capability,"Forming, casting and forging",59,59,6.64,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0304,forging forming pressing,forging forming pressing,Process Capability,"Forming, casting and forging",59,59,6.64,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0305,forging forming pressing scrape,forging forming pressing scrape,Process Capability,"Forming, casting and forging",59,59,6.64,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0321,forgings,forgings,Process Capability,"Forming, casting and forging",15,80,1.69,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0322,forming,forming,Process Capability,"Forming, casting and forging",104,240,11.71,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0315,layer1 casting,layer1 casting,Process Capability,"Forming, casting and forging",19,19,2.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0316,layer1 casting foundry,layer1 casting foundry,Process Capability,"Forming, casting and forging",19,19,2.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0317,layer1 casting foundry scrape,layer1 casting foundry scrape,Process Capability,"Forming, casting and forging",19,19,2.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0306,layer1 forging,layer1 forging,Process Capability,"Forming, casting and forging",59,59,6.64,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0307,layer1 forging forming,layer1 forging forming,Process Capability,"Forming, casting and forging",59,59,6.64,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0308,layer1 forging forming pressing,layer1 forging forming pressing,Process Capability,"Forming, casting and forging",59,59,6.64,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0320,metal forming,metal forming,Process Capability,"Forming, casting and forging",17,43,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0323,presswork,presswork,Process Capability,"Forming, casting and forging",15,41,1.69,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0318,rmct layer1 casting,rmct layer1 casting,Process Capability,"Forming, casting and forging",19,19,2.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0319,rmct layer1 casting foundry,rmct layer1 casting foundry,Process Capability,"Forming, casting and forging",19,19,2.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0309,rmct layer1 forging,rmct layer1 forging,Process Capability,"Forming, casting and forging",59,59,6.64,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0310,rmct layer1 forging forming,rmct layer1 forging forming,Process Capability,"Forming, casting and forging",59,59,6.64,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0340,axis machining,axis machining,Process Capability,Machining and subtractive processes,12,60,1.35,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0342,boring,boring,Process Capability,Machining and subtractive processes,16,75,1.8,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0327,cnc machining,cnc machining; cnc milling; cnc turning; machining services; precision machining,Process Capability,Machining and subtractive processes,53,148,5.97,core_term,literature_seed; website_new_candidate; website_validated_seed
RMCT_TERM_0346,complex machining,complex machining,Process Capability,Machining and subtractive processes,5,7,0.56,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0329,drilling,drilling,Process Capability,Machining and subtractive processes,39,81,4.39,core_term,literature_seed; website_validated_seed
RMCT_TERM_0328,grinding,grinding,Process Capability,Machining and subtractive processes,48,201,5.41,core_term,literature_seed; website_validated_seed
RMCT_TERM_0330,layer1 machining,layer1 machining,Process Capability,Machining and subtractive processes,122,122,13.74,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0331,layer1 machining subtractive,layer1 machining subtractive,Process Capability,Machining and subtractive processes,122,122,13.74,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0332,layer1 machining subtractive scrape,layer1 machining subtractive scrape,Process Capability,Machining and subtractive processes,122,122,13.74,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0324,machining,machining,Process Capability,Machining and subtractive processes,207,999,23.31,core_term,literature_seed; website_validated_seed
RMCT_TERM_0338,machining centres,machining centres,Process Capability,Machining and subtractive processes,18,77,2.03,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0347,machining processes,machining processes,Process Capability,Machining and subtractive processes,5,6,0.56,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0344,machining service,machining service,Process Capability,Machining and subtractive processes,7,7,0.79,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0339,machining solutions,machining solutions,Process Capability,Machining and subtractive processes,14,41,1.58,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0333,machining subtractive,machining subtractive,Process Capability,Machining and subtractive processes,122,123,13.74,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0334,machining subtractive scrape,machining subtractive scrape,Process Capability,Machining and subtractive processes,122,122,13.74,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0335,machining subtractive scrape date,machining subtractive scrape date,Process Capability,Machining and subtractive processes,122,122,13.74,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0326,milling,milling,Process Capability,Machining and subtractive processes,58,177,6.53,core_term,literature_seed; website_validated_seed
RMCT_TERM_0343,milling and turning,milling turning; turning milling,Process Capability,Machining and subtractive processes,16,26,1.8,validated_term,literature_seed; website_new_candidate; website_validated_seed
RMCT_TERM_0345,milling machine,milling machine,Process Capability,Machining and subtractive processes,7,18,0.79,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0341,milling machines,milling machines,Process Capability,Machining and subtractive processes,11,15,1.24,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0336,rmct layer1 machining,rmct layer1 machining,Process Capability,Machining and subtractive processes,122,122,13.74,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0337,rmct layer1 machining subtractive,rmct layer1 machining subtractive,Process Capability,Machining and subtractive processes,122,122,13.74,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0325,turning,turning,Process Capability,Machining and subtractive processes,70,142,7.88,core_term,literature_seed; website_validated_seed
RMCT_TERM_0348,injection moulding,injection moulding,Process Capability,Moulding and polymer processing,10,34,1.13,core_term,literature_seed; website_validated_seed
RMCT_TERM_0349,moulding,moulding,Process Capability,Moulding and polymer processing,24,67,2.7,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0350,plastic injection moulding,plastic injection moulding,Process Capability,Moulding and polymer processing,6,15,0.68,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0361,cutting,cutting,Process Capability,Other process capability,202,723,22.75,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0356,cutting edge,cutting edge; cutting-edge,Process Capability,Other process capability,85,139,9.57,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0357,cutting edge technology,cutting-edge technology,Process Capability,Other process capability,24,28,2.7,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0360,cutting service,cutting service,Process Capability,Other process capability,10,13,1.13,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0353,heat treatment,heat treatment,Process Capability,Other process capability,36,137,4.05,core_term,literature_seed; website_validated_seed
RMCT_TERM_0355,laser,laser,Process Capability,Other process capability,90,478,10.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0352,laser cutting,laser cut; laser cutting,Process Capability,Other process capability,45,158,5.07,core_term,literature_seed; website_new_candidate; website_validated_seed
RMCT_TERM_0359,lasers,lasers,Process Capability,Other process capability,12,57,1.35,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0351,precision engineering,precision engineering,Process Capability,Other process capability,73,236,8.22,core_term,literature_seed; website_validated_seed
RMCT_TERM_0354,tooling,tooling,Process Capability,Other process capability,114,452,12.84,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0358,tooling design,tooling design,Process Capability,Other process capability,13,29,1.46,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0364,coating,coating,Process Capability,Surface finishing and treatment,125,446,14.08,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0368,coating scrape,coating scrape,Process Capability,Surface finishing and treatment,44,44,4.95,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0369,coating scrape date,coating scrape date,Process Capability,Surface finishing and treatment,44,44,4.95,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0370,coating scrape date status,coating scrape date status,Process Capability,Surface finishing and treatment,44,44,4.95,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0378,coating services,coating services,Process Capability,Surface finishing and treatment,13,20,1.46,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0366,coatings,coatings,Process Capability,Surface finishing and treatment,48,417,5.41,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0365,finishing,finishing,Process Capability,Surface finishing and treatment,94,306,10.59,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0377,finishing services,finishing services,Process Capability,Surface finishing and treatment,15,25,1.69,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0371,layer1 surface treatment coating,layer1 surface treatment coating,Process Capability,Surface finishing and treatment,44,44,4.95,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0376,metal finishing,metal finishing,Process Capability,Surface finishing and treatment,20,50,2.25,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0362,powder coating,powder coating,Process Capability,Surface finishing and treatment,50,186,5.63,core_term,literature_seed; website_validated_seed
RMCT_TERM_0363,surface finishing,surface finishing,Process Capability,Surface finishing and treatment,15,32,1.69,core_term,literature_seed; website_validated_seed
RMCT_TERM_0372,surface treatment coating,surface treatment coating,Process Capability,Surface finishing and treatment,44,44,4.95,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0373,surface treatment coating scrape,surface treatment coating scrape,Process Capability,Surface finishing and treatment,44,44,4.95,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0367,treatment coating,treatment coating,Process Capability,Surface finishing and treatment,45,46,5.07,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0374,treatment coating scrape,treatment coating scrape,Process Capability,Surface finishing and treatment,44,44,4.95,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0375,treatment coating scrape date,treatment coating scrape date,Process Capability,Surface finishing and treatment,44,44,4.95,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0381,aerospace,aerospace,Sector / Market Capability,Application sector,144,419,16.22,core_term,literature_seed; website_validated_seed
RMCT_TERM_0396,aerospace automotive,aerospace automotive,Sector / Market Capability,Application sector,24,46,2.7,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0395,aerospace defence,aerospace defence,Sector / Market Capability,Application sector,27,47,3.04,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0397,aerospace industry,aerospace industry,Sector / Market Capability,Application sector,20,23,2.25,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0400,aerospace transport,aerospace transport,Sector / Market Capability,Application sector,17,17,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0401,aerospace transport scrape,aerospace transport scrape,Sector / Market Capability,Application sector,17,17,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0402,aerospace transport scrape date,aerospace transport scrape date,Sector / Market Capability,Application sector,17,17,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0421,agriculture,agriculture,Sector / Market Capability,Application sector,24,48,2.7,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0379,automotive,automotive,Sector / Market Capability,Application sector,267,750,30.07,core_term,literature_seed; website_validated_seed
RMCT_TERM_0394,automotive aerospace,automotive aerospace,Sector / Market Capability,Application sector,41,62,4.62,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0412,automotive construction,automotive construction,Sector / Market Capability,Application sector,12,28,1.35,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0384,automotive industry,automotive industry,Sector / Market Capability,Application sector,41,69,4.62,core_term,literature_seed; website_validated_seed
RMCT_TERM_0413,automotive manufacturing,automotive manufacturing,Sector / Market Capability,Application sector,11,13,1.24,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0409,automotive sector,automotive sector,Sector / Market Capability,Application sector,14,28,1.58,regional_or_emerging_term,website_new_candidate
